draft_year,overall_pick,round,pick,name,position,college,conference,nfl_team,height,weight,pre_draft_ranking,pre_draft_grade,Y0_college,Y0_season,Y0_defensive_PD,Y0_defensive_QB HUR,Y0_defensive_SACKS,Y0_defensive_SOLO,Y0_defensive_TD,Y0_defensive_TFL,Y0_defensive_TOT,Y0_fumbles_FUM,Y0_fumbles_LOST,Y0_fumbles_REC,Y1_college,Y1_season,Y1_interceptions_AVG,Y1_interceptions_INT,Y1_interceptions_TD,Y1_interceptions_YDS,Y1_puntReturns_AVG,Y1_puntReturns_LONG,Y1_puntReturns_NO,Y1_puntReturns_TD,Y1_puntReturns_YDS,Y0_passing_ATT,Y0_passing_COMPLETIONS,Y0_passing_INT,Y0_passing_PCT,Y0_passing_TD,Y0_passing_YDS,Y0_passing_YPA,Y0_receiving_LONG,Y0_receiving_REC,Y0_receiving_TD,Y0_receiving_YDS,Y0_receiving_YPR,Y0_rushing_CAR,Y0_rushing_LONG,Y0_rushing_TD,Y0_rushing_YDS,Y0_rushing_YPC,Y1_receiving_LONG,Y1_receiving_REC,Y1_receiving_TD,Y1_receiving_YDS,Y1_receiving_YPR,Y1_rushing_CAR,Y1_rushing_LONG,Y1_rushing_TD,Y1_rushing_YDS,Y1_rushing_YPC,Y2_college,Y2_season,Y2_kickReturns_AVG,Y2_kickReturns_LONG,Y2_kickReturns_NO,Y2_kickReturns_TD,Y2_kickReturns_YDS,Y2_receiving_LONG,Y2_receiving_REC,Y2_receiving_TD,Y2_receiving_YDS,Y2_receiving_YPR,Y2_rushing_CAR,Y2_rushing_LONG,Y2_rushing_TD,Y2_rushing_YDS,Y2_rushing_YPC,Y0_kickReturns_AVG,Y0_kickReturns_LONG,Y0_kickReturns_NO,Y0_kickReturns_TD,Y0_kickReturns_YDS,Y1_passing_ATT,Y1_passing_COMPLETIONS,Y1_passing_INT,Y1_passing_PCT,Y1_passing_TD,Y1_passing_YDS,Y1_passing_YPA,Y2_passing_ATT,Y2_passing_COMPLETIONS,Y2_passing_INT,Y2_passing_PCT,Y2_passing_TD,Y2_passing_YDS,Y2_passing_YPA,Y3_college,Y3_season,Y3_receiving_LONG,Y3_receiving_REC,Y3_receiving_TD,Y3_receiving_YDS,Y3_receiving_YPR,Y3_rushing_CAR,Y3_rushing_LONG,Y3_rushing_TD,Y3_rushing_YDS,Y3_rushing_YPC,Y0_interceptions_AVG,Y0_interceptions_INT,Y0_interceptions_TD,Y0_interceptions_YDS,Y0_puntReturns_AVG,Y0_puntReturns_LONG,Y0_puntReturns_NO,Y0_puntReturns_TD,Y0_puntReturns_YDS,Y1_kickReturns_AVG,Y1_kickReturns_LONG,Y1_kickReturns_NO,Y1_kickReturns_TD,Y1_kickReturns_YDS,Y2_puntReturns_AVG,Y2_puntReturns_LONG,Y2_puntReturns_NO,Y2_puntReturns_TD,Y2_puntReturns_YDS,Y2_interceptions_AVG,Y2_interceptions_INT,Y2_interceptions_TD,Y2_interceptions_YDS,Y3_kickReturns_AVG,Y3_kickReturns_LONG,Y3_kickReturns_NO,Y3_kickReturns_TD,Y3_kickReturns_YDS,Y3_puntReturns_AVG,Y3_puntReturns_LONG,Y3_puntReturns_NO,Y3_puntReturns_TD,Y3_puntReturns_YDS,Y0_punting_In 20,Y0_punting_LONG,Y0_punting_NO,Y0_punting_TB,Y0_punting_YDS,Y0_punting_YPP,Y1_punting_In 20,Y1_punting_LONG,Y1_punting_NO,Y1_punting_TB,Y1_punting_YDS,Y1_punting_YPP,Y3_interceptions_AVG,Y3_interceptions_INT,Y3_interceptions_TD,Y3_interceptions_YDS,Y3_passing_ATT,Y3_passing_COMPLETIONS,Y3_passing_INT,Y3_passing_PCT,Y3_passing_TD,Y3_passing_YDS,Y3_passing_YPA,Y0_kicking_FGA,Y0_kicking_FGM,Y0_kicking_LONG,Y0_kicking_PCT,Y0_kicking_PTS,Y0_kicking_XPA,Y0_kicking_XPM,Y1_kicking_FGA,Y1_kicking_FGM,Y1_kicking_LONG,Y1_kicking_PCT,Y1_kicking_PTS,Y1_kicking_XPA,Y1_kicking_XPM,Y2_kicking_FGA,Y2_kicking_FGM,Y2_kicking_LONG,Y2_kicking_PCT,Y2_kicking_PTS,Y2_kicking_XPA,Y2_kicking_XPM,Y3_kicking_FGA,Y3_kicking_FGM,Y3_kicking_LONG,Y3_kicking_PCT,Y3_kicking_PTS,Y3_kicking_XPA,Y3_kicking_XPM,Y1_fumbles_FUM,Y1_fumbles_LOST,Y1_fumbles_REC,Y1_defensive_PD,Y1_defensive_QB HUR,Y1_defensive_SACKS,Y1_defensive_SOLO,Y1_defensive_TD,Y1_defensive_TFL,Y1_defensive_TOT,Y2_punting_In 20,Y2_punting_LONG,Y2_punting_NO,Y2_punting_TB,Y2_punting_YDS,Y2_punting_YPP,Y3_punting_In 20,Y3_punting_LONG,Y3_punting_NO,Y3_punting_TB,Y3_punting_YDS,Y3_punting_YPP,Y2_defensive_PD,Y2_defensive_QB HUR,Y2_defensive_SACKS,Y2_defensive_SOLO,Y2_defensive_TD,Y2_defensive_TFL,Y2_defensive_TOT,Y2_fumbles_FUM,Y2_fumbles_LOST,Y2_fumbles_REC,Y3_fumbles_FUM,Y3_fumbles_LOST,Y3_fumbles_REC,Y3_defensive_PD,Y3_defensive_QB HUR,Y3_defensive_SACKS,Y3_defensive_SOLO,Y3_defensive_TD,Y3_defensive_TFL,Y3_defensive_TOT
2021,12,1,12,Micah Parsons,Inside Linebacker,Penn State,Big Ten,Dallas,75.0,246.0,16.0,90.0,,,,,,,,,,,,,Penn State,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penn State,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,5.0,4.0,5.0,52.0,0.0,14.0,109.0,,,,,,,,,,,,,0.0,5.0,1.5,48.0,0.0,5.0,83.0,,,,,,,,,,,,,
2021,13,1,13,Rashawn Slater,Offensive Tackle,Northwestern,Big Ten,Los Angeles,76.0,304.0,8.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,15,1,15,Mac Jones,Quarterback,Alabama,SEC,New England,75.0,217.0,15.0,90.0,Alabama,2020.0,,,,,,,,2.0,1.0,0.0,Alabama,2019.0,,,,,,,,,,402.0,311.0,4.0,0.774,41.0,4500.0,11.2,,,,,,35.0,14.0,1.0,16.0,0.5,,,,,,16.0,18.0,1.0,36.0,2.3,Alabama,2018.0,,,,,,,,,,,3.0,1.0,0.0,-8.0,-2.7,,,,,,141.0,97.0,3.0,0.688,14.0,1503.0,10.7,13.0,5.0,0.0,0.385,1.0,123.0,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,16,1,16,Zaven Collins,Outside Linebacker,Tulsa,American Athletic,Arizona,77.0,259.0,27.0,89.0,Tulsa,2020.0,2.0,2.0,4.0,36.0,2.0,11.5,54.0,0.0,0.0,1.0,Tulsa,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tulsa,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5,4.0,2.0,150.0,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,3.0,1.0,2.0,51.0,0.0,8.0,97.0,,,,,,,,,,,,,3.0,3.0,1.5,42.0,0.0,9.5,85.0,0.0,0.0,1.0,,,,,,,,,,
2021,18,1,18,Jaelan Phillips,Defensive End,Miami,ACC,Miami,78.0,260.0,21.0,90.0,Miami,2020.0,3.0,5.0,7.0,21.0,0.0,15.5,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,2017.0,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,12.0,0.0,1.0,20.0,,,,,,,2.0,0.0,3.5,16.0,0.0,7.0,21.0
2021,19,1,19,Jamin Davis,Inside Linebacker,Kentucky,SEC,Washington,76.0,234.0,25.0,90.0,Kentucky,2020.0,2.0,1.0,1.5,48.0,1.0,4.0,102.0,0.0,0.0,1.0,Kentucky,2019.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kentucky,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,3.0,1.0,90.0,,,,,,,,,,,,,,,,18.0,1.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,12.0,0.0,1.0,32.0,,,,,,,,,,,,,1.0,0.0,0.0,6.0,0.0,0.0,10.0,,,,,,,,,,,,,
2021,20,1,20,Kadarius Toney,Wide Receiver,Florida,SEC,New York,72.0,193.0,32.0,88.0,Florida,2020.0,,,,,,,,1.0,1.0,0.0,Florida,2019.0,,,,,12.0,12.0,1.0,0.0,12.0,,,,,,,,57.0,70.0,10.0,984.0,14.1,19.0,50.0,1.0,161.0,8.5,66.0,10.0,1.0,194.0,19.4,12.0,26.0,0.0,59.0,4.9,Florida,2018.0,22.2,51.0,6.0,0.0,133.0,45.0,25.0,1.0,260.0,10.4,21.0,34.0,0.0,240.0,11.4,22.1,37.0,7.0,0.0,155.0,,,,,,,,,,,,,,,Florida,2017.0,23.0,15.0,0.0,152.0,10.1,14.0,36.0,1.0,120.0,8.6,,,,,12.6,50.0,11.0,1.0,139.0,21.0,21.0,1.0,0.0,21.0,-4.0,0.0,1.0,0.0,-4.0,,,,,15.0,15.0,1.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,,,,,,,,
2021,21,1,21,Kwity Paye,Defensive End,Michigan,Big Ten,Indianapolis,75.0,261.0,18.0,90.0,Michigan,2020.0,0.0,2.0,2.0,11.0,0.0,4.0,13.0,,,,Michigan,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michigan,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michigan,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,3.0,6.5,26.0,0.0,12.5,50.0,,,,,,,,,,,,,1.0,2.0,2.0,21.0,0.0,5.5,27.0,,,,,,,0.0,0.0,1.0,0.0,0.0,1.5,4.0
2021,22,1,22,Caleb Farley,Cornerback,Virginia Tech,ACC,Tennessee,74.0,197.0,19.0,90.0,,,,,,,,,,,,,Virginia Tech,2019.0,3.5,4.0,1.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virginia Tech,2018.0,21.7,32.0,7.0,0.0,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,3.0,2.0,0.0,3.0,,,,,,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0,0.0,14.0,1.0,0.0,20.0,,,,,,,,,,,,,7.0,1.0,1.0,29.0,0.0,1.0,36.0,,,,,,,,,,,,,
2021,24,1,24,Najee Harris,Running Back,Alabama,SEC,Pittsburgh,73.0,232.0,28.0,89.0,Alabama,2020.0,,,,,,,,1.0,1.0,0.0,Alabama,2019.0,,,,,,,,,,,,,,,,,26.0,43.0,4.0,425.0,9.9,251.0,53.0,26.0,1466.0,5.8,42.0,27.0,7.0,304.0,11.3,209.0,31.0,13.0,1224.0,5.9,Alabama,2018.0,,,,,,4.0,4.0,0.0,7.0,1.8,117.0,32.0,4.0,783.0,6.7,,,,,,,,,,,,,,,,,,,,Alabama,2017.0,22.0,6.0,0.0,45.0,7.5,61.0,35.0,3.0,370.0,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
