draft_year,overall_pick,round,pick,name,position,college,conference,nfl_team,height,weight,pre_draft_ranking,pre_draft_grade,Y0_college,Y0_season,Y0_defensive_PD,Y0_defensive_QB HUR,Y0_defensive_SACKS,Y0_defensive_SOLO,Y0_defensive_TD,Y0_defensive_TFL,Y0_defensive_TOT,Y0_fumbles_FUM,Y0_fumbles_LOST,Y0_fumbles_REC,Y1_college,Y1_season,Y1_interceptions_AVG,Y1_interceptions_INT,Y1_interceptions_TD,Y1_interceptions_YDS,Y1_puntReturns_AVG,Y1_puntReturns_LONG,Y1_puntReturns_NO,Y1_puntReturns_TD,Y1_puntReturns_YDS,Y0_passing_ATT,Y0_passing_COMPLETIONS,Y0_passing_INT,Y0_passing_PCT,Y0_passing_TD,Y0_passing_YDS,Y0_passing_YPA,Y0_receiving_LONG,Y0_receiving_REC,Y0_receiving_TD,Y0_receiving_YDS,Y0_receiving_YPR,Y0_rushing_CAR,Y0_rushing_LONG,Y0_rushing_TD,Y0_rushing_YDS,Y0_rushing_YPC,Y1_receiving_LONG,Y1_receiving_REC,Y1_receiving_TD,Y1_receiving_YDS,Y1_receiving_YPR,Y1_rushing_CAR,Y1_rushing_LONG,Y1_rushing_TD,Y1_rushing_YDS,Y1_rushing_YPC,Y2_college,Y2_season,Y2_kickReturns_AVG,Y2_kickReturns_LONG,Y2_kickReturns_NO,Y2_kickReturns_TD,Y2_kickReturns_YDS,Y2_receiving_LONG,Y2_receiving_REC,Y2_receiving_TD,Y2_receiving_YDS,Y2_receiving_YPR,Y2_rushing_CAR,Y2_rushing_LONG,Y2_rushing_TD,Y2_rushing_YDS,Y2_rushing_YPC,Y0_kickReturns_AVG,Y0_kickReturns_LONG,Y0_kickReturns_NO,Y0_kickReturns_TD,Y0_kickReturns_YDS,Y1_passing_ATT,Y1_passing_COMPLETIONS,Y1_passing_INT,Y1_passing_PCT,Y1_passing_TD,Y1_passing_YDS,Y1_passing_YPA,Y2_passing_ATT,Y2_passing_COMPLETIONS,Y2_passing_INT,Y2_passing_PCT,Y2_passing_TD,Y2_passing_YDS,Y2_passing_YPA,Y3_college,Y3_season,Y3_receiving_LONG,Y3_receiving_REC,Y3_receiving_TD,Y3_receiving_YDS,Y3_receiving_YPR,Y3_rushing_CAR,Y3_rushing_LONG,Y3_rushing_TD,Y3_rushing_YDS,Y3_rushing_YPC,Y0_interceptions_AVG,Y0_interceptions_INT,Y0_interceptions_TD,Y0_interceptions_YDS,Y0_puntReturns_AVG,Y0_puntReturns_LONG,Y0_puntReturns_NO,Y0_puntReturns_TD,Y0_puntReturns_YDS,Y1_kickReturns_AVG,Y1_kickReturns_LONG,Y1_kickReturns_NO,Y1_kickReturns_TD,Y1_kickReturns_YDS,Y2_puntReturns_AVG,Y2_puntReturns_LONG,Y2_puntReturns_NO,Y2_puntReturns_TD,Y2_puntReturns_YDS,Y2_interceptions_AVG,Y2_interceptions_INT,Y2_interceptions_TD,Y2_interceptions_YDS,Y3_kickReturns_AVG,Y3_kickReturns_LONG,Y3_kickReturns_NO,Y3_kickReturns_TD,Y3_kickReturns_YDS,Y3_puntReturns_AVG,Y3_puntReturns_LONG,Y3_puntReturns_NO,Y3_puntReturns_TD,Y3_puntReturns_YDS,Y0_punting_In 20,Y0_punting_LONG,Y0_punting_NO,Y0_punting_TB,Y0_punting_YDS,Y0_punting_YPP,Y1_punting_In 20,Y1_punting_LONG,Y1_punting_NO,Y1_punting_TB,Y1_punting_YDS,Y1_punting_YPP,Y3_interceptions_AVG,Y3_interceptions_INT,Y3_interceptions_TD,Y3_interceptions_YDS,Y3_passing_ATT,Y3_passing_COMPLETIONS,Y3_passing_INT,Y3_passing_PCT,Y3_passing_TD,Y3_passing_YDS,Y3_passing_YPA,Y0_kicking_FGA,Y0_kicking_FGM,Y0_kicking_LONG,Y0_kicking_PCT,Y0_kicking_PTS,Y0_kicking_XPA,Y0_kicking_XPM,Y1_kicking_FGA,Y1_kicking_FGM,Y1_kicking_LONG,Y1_kicking_PCT,Y1_kicking_PTS,Y1_kicking_XPA,Y1_kicking_XPM,Y2_kicking_FGA,Y2_kicking_FGM,Y2_kicking_LONG,Y2_kicking_PCT,Y2_kicking_PTS,Y2_kicking_XPA,Y2_kicking_XPM,Y3_kicking_FGA,Y3_kicking_FGM,Y3_kicking_LONG,Y3_kicking_PCT,Y3_kicking_PTS,Y3_kicking_XPA,Y3_kicking_XPM,Y1_fumbles_FUM,Y1_fumbles_LOST,Y1_fumbles_REC,Y1_defensive_PD,Y1_defensive_QB HUR,Y1_defensive_SACKS,Y1_defensive_SOLO,Y1_defensive_TD,Y1_defensive_TFL,Y1_defensive_TOT,Y2_punting_In 20,Y2_punting_LONG,Y2_punting_NO,Y2_punting_TB,Y2_punting_YDS,Y2_punting_YPP,Y3_punting_In 20,Y3_punting_LONG,Y3_punting_NO,Y3_punting_TB,Y3_punting_YDS,Y3_punting_YPP,Y2_defensive_PD,Y2_defensive_QB HUR,Y2_defensive_SACKS,Y2_defensive_SOLO,Y2_defensive_TD,Y2_defensive_TFL,Y2_defensive_TOT,Y2_fumbles_FUM,Y2_fumbles_LOST,Y2_fumbles_REC,Y3_fumbles_FUM,Y3_fumbles_LOST,Y3_fumbles_REC,Y3_defensive_PD,Y3_defensive_QB HUR,Y3_defensive_SACKS,Y3_defensive_SOLO,Y3_defensive_TD,Y3_defensive_TFL,Y3_defensive_TOT
2022,12,1,12,Jameson Williams,Wide Receiver,Alabama,SEC,Detroit,74.0,179.0,13.0,92.0,Alabama,2021.0,,,,,,,,2.0,1.0,0.0,Ohio State,2020.0,,,,,,,,,,,,,,,,,94.0,79.0,15.0,1572.0,19.9,3.0,18.0,0.0,23.0,7.7,45.0,9.0,2.0,154.0,17.1,,,,,,Ohio State,2019.0,,,,,,61.0,6.0,1.0,112.0,18.7,,,,,,35.2,100.0,10.0,2.0,352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,13,1,13,Jordan Davis,Defensive Tackle,Georgia,SEC,Philadelphia,78.0,341.0,12.0,92.0,Georgia,2021.0,1.0,1.0,2.0,17.0,0.0,5.5,32.0,,,,Georgia,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georgia,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georgia,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,7.0,0.0,1.0,16.0,,,,,,,,,,,,,0.0,1.0,2.5,7.0,0.0,4.0,17.0,,,,,,,0.0,0.0,1.5,6.0,0.0,1.5,25.0
2022,14,1,14,Kyle Hamilton,Safety,Notre Dame,FBS Independents,Baltimore,76.0,220.0,9.0,92.0,Notre Dame,2021.0,4.0,0.0,0.0,19.0,0.0,2.0,34.0,,,,Notre Dame,2020.0,14.0,1.0,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notre Dame,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,16.5,4.0,1.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.0,0.0,51.0,0.0,4.5,63.0,,,,,,,,,,,,,6.0,0.0,0.0,27.0,1.0,1.0,41.0,,,,,,,,,,,,,
2022,15,1,15,Kenyon Green,Offensive Guard,Texas A&M,SEC,Houston,76.0,323.0,26.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,16,1,16,Jahan Dotson,Wide Receiver,Penn State,Big Ten,Washington,71.0,178.0,25.0,89.0,Penn State,2021.0,,,,,,,,1.0,0.0,0.0,Penn State,2020.0,,,,,24.6,81.0,8.0,1.0,197.0,,,,,,,,86.0,91.0,12.0,1182.0,13.0,6.0,7.0,1.0,18.0,3.0,75.0,52.0,8.0,884.0,17.0,,,,,,Penn State,2019.0,,,,,,72.0,27.0,5.0,488.0,18.1,2.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,Penn State,2018.0,35.0,13.0,0.0,203.0,15.6,,,,,,,,,,7.4,16.0,14.0,0.0,104.0,,,,,,19.5,30.0,2.0,0.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,18,1,18,Treylon Burks,Wide Receiver,Arkansas,SEC,Tennessee,74.0,225.0,24.0,89.0,Arkansas,2021.0,,,,,,,,1.0,0.0,0.0,Arkansas,2020.0,,,,,4.0,4.0,1.0,0.0,4.0,,,,,,,,91.0,66.0,11.0,1104.0,16.7,14.0,49.0,1.0,112.0,8.0,68.0,51.0,7.0,820.0,16.1,15.0,18.0,0.0,75.0,5.0,Arkansas,2019.0,22.6,42.0,10.0,0.0,226.0,38.0,29.0,0.0,475.0,16.4,9.0,11.0,0.0,35.0,3.9,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,32.0,12.0,0.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,,,,,
2022,20,1,20,Kenny Pickett,Quarterback,Pittsburgh,ACC,Pittsburgh,75.0,217.0,22.0,90.0,Pittsburgh,2021.0,,,,,,,,4.0,3.0,0.0,Pittsburgh,2020.0,,,,,,,,,,497.0,334.0,7.0,0.672,42.0,4319.0,8.7,,,,,,97.0,58.0,5.0,241.0,2.5,,,,,,81.0,18.0,8.0,162.0,2.0,Pittsburgh,2019.0,,,,,,,,,,,95.0,30.0,2.0,110.0,1.2,,,,,,333.0,204.0,9.0,0.613,13.0,2408.0,7.2,469.0,289.0,9.0,0.616,13.0,3098.0,6.6,Pittsburgh,2018.0,,,,,,117.0,30.0,3.0,221.0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.0,180.0,6.0,0.583,12.0,1969.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.0,0.0,7.0,4.0,0.0,,,,,,,
2022,21,1,21,Trent McDuffie,Cornerback,Washington,Pac-12,Kansas City,71.0,193.0,16.0,91.0,Washington,2021.0,6.0,0.0,1.0,25.0,0.0,4.0,35.0,1.0,0.0,0.0,Washington,2020.0,0.0,1.0,0.0,0.0,18.7,45.0,3.0,0.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Washington,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,9.0,6.0,0.0,18.0,,,,,,,,,,,29.0,1.0,0.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,9.0,0.0,1.5,14.0,,,,,,,,,,,,,2.0,0.0,0.0,37.0,0.0,0.0,45.0,0.0,0.0,2.0,,,,,,,,,,
2022,22,1,22,Quay Walker,Inside Linebacker,Georgia,SEC,Green Bay,76.0,241.0,31.0,88.0,Georgia,2021.0,2.0,3.0,1.5,39.0,0.0,5.5,63.0,0.0,0.0,1.0,Georgia,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georgia,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georgia,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,26.0,0.0,2.0,43.0,,,,,,,,,,,,,0.0,1.0,2.5,12.0,0.0,3.5,23.0,,,,,,,0.0,0.0,0.0,4.0,0.0,0.0,6.0
2022,23,1,23,Kaiir Elam,Cornerback,Florida,SEC,Buffalo,74.0,191.0,32.0,88.0,Florida,2021.0,5.0,0.0,0.0,17.0,0.0,1.5,29.0,,,,Florida,2020.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Florida,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,11.0,0.0,0.0,28.0,0.0,1.0,39.0,,,,,,,,,,,,,4.0,0.0,0.0,8.0,0.0,0.0,10.0,,,,,,,,,,,,,
2022,24,1,24,Tyler Smith,Offensive Tackle,Tulsa,American Athletic,Dallas,77.0,324.0,33.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
